name,neighbourhood_cleansed,price_USD,latitude,longitude,property_group,accommodates,listing_url,bathrooms,bedrooms,license,host_since,host_response_time,host_response_rate,host_acceptance_rate,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
Mt Pleasant Getaway (Fish House),"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",158,38.93295,-77.04119,Entire Properties,4,https://www.airbnb.com/rooms/910126237266972444,1,1,with hosted license,2015-02-05,within an hour,100%,99%,4.93,4.97,4.9,4.97,4.97,5,4.88,7.3
Elegant & Stylish Retreat w/ Free Parking!,"Congress Heights, Bellevue, Washington Highlands",123,38.8397,-76.99161,Entire Properties,6,https://www.airbnb.com/rooms/910339157163400779,3.5,3,Exempt,2020-08-06,within an hour,100%,97%,5,5,5,5,5,5,5,0.29
"Fun DC rowhome, perfect for groups + free parking!","Brookland, Brentwood, Langdon",158,38.91924,-76.98487,Entire Properties,9,https://www.airbnb.com/rooms/910804603858056044,2.5,3,with hosted license,2013-07-17,within an hour,100%,100%,4.83,4.83,4.58,5,4.92,4.25,4.67,1.4
Bright & Beaut Bloomingdale Apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",94,38.91833,-77.01321,Entire Properties,3,https://www.airbnb.com/rooms/910915699441868423,1,1,with hosted license,2016-04-21,within an hour,100%,94%,4.82,4.94,4.85,4.97,4.94,4.76,4.85,3.08
Private 2 Bdrm Luxury Suite minutes from Navy Yard,"Sheridan, Barry Farm, Buena Vista",179,38.8588955,-76.98841759999999,Entire Properties,4,https://www.airbnb.com/rooms/911153412749259341,1,2,with hosted license,2016-09-10,within an hour,100%,96%,4.5,4.4,4.6,4.5,5,4.2,4.3,3.33
"Large, Luxurious, Modern Home in central DC","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",415,38.9344905,-77.0305819,Entire Properties,10,https://www.airbnb.com/rooms/911652101420618755,3.5,4,with hosted license,2013-04-04,within an hour,100%,100%,4.86,4.82,4.98,4.88,4.94,4.76,4.8,4.16
Attic space/share bathroom/cats/street parking,"Georgetown, Burleith/Hillandale",67,38.91150780684863,-77.06883886137695,Private room,1,https://www.airbnb.com/rooms/912314831423144767,1,1,Exempt,2012-11-26,within an hour,100%,99%,4.9,5,4.67,5,5,5,5,0.9
The Swank,"Edgewood, Bloomingdale, Truxton Circle, Eckington",188,38.91416929996133,-77.01256533549959,Entire Properties,5,https://www.airbnb.com/rooms/912853325439299287,1,2,with hosted license,2023-02-25,within an hour,100%,97%,4.95,4.95,4.95,5,5,4.91,4.86,2.57
NoMa Worries!,"Union Station, Stanton Park, Kingman Park",173,38.90621,-77.00062,Entire Properties,4,https://www.airbnb.com/rooms/912870145235312408,1,2,with hosted license,2015-10-15,within an hour,100%,97%,4.79,4.89,4.96,4.79,4.96,4.93,4.75,2.34
Sunny Cozy Room in Large Home,"Kalorama Heights, Adams Morgan, Lanier Heights",63,38.9194,-77.04276,Private room,2,https://www.airbnb.com/rooms/914330755790092213,1.5,1,Exempt,2018-01-17,within a few hours,100%,100%,5,5,5,5,5,5,5,0.24
Upscale City Retreat: Idyllic 1BD+1BA Escape in DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",109,38.911659,-77.0115659,Entire Properties,2,https://www.airbnb.com/rooms/914398782524453190,1,1,no information,2023-06-15,within an hour,100%,100%,4.67,4.67,5,5,5,4.67,4.67,0.32
"Charming 2nd Fl Retreat, Capitol Hill+1 Parking","Capitol Hill, Lincoln Park",220,38.87962036498112,-76.99292620869544,Entire Properties,4,https://www.airbnb.com/rooms/914747191763594392,1,1,with hosted license,2018-04-02,within an hour,83%,98%,4.8,4.8,4.8,4.95,4.8,4.9,4.6,1.65
"Stylish DC apt on quiet street, free parking","Brookland, Brentwood, Langdon",138,38.9273686,-76.9759849,Entire Properties,5,https://www.airbnb.com/rooms/914831213073574470,1,1,with hosted license,2023-06-16,within an hour,100%,100%,4.89,4.96,5,5,4.96,4.81,4.85,2.47
Charming 1 Bedroom with FREE Parking Off-Street,"Brookland, Brentwood, Langdon",121,38.9336552,-76.9923087,Entire Properties,2,https://www.airbnb.com/rooms/915080638953201051,1,1,with hosted license,2019-07-08,within an hour,100%,100%,4.94,4.9,4.93,4.92,4.98,4.87,4.83,8.89
Private bedroom w/ shared bath,"Takoma, Brightwood, Manor Park",56,38.95774334248763,-77.01661186976881,Private room,2,https://www.airbnb.com/rooms/916038785725456543,1.5,1,with hosted license,2016-05-18,within an hour,100%,92%,4.64,NA,NA,NA,NA,NA,NA,NA
"Cozy 2 BR Apt near Union Station, tourist sites","Union Station, Stanton Park, Kingman Park",140,38.9033437,-77.0008156,Entire Properties,4,https://www.airbnb.com/rooms/916039372336919032,1,2,Exempt,2020-06-08,within an hour,99%,100%,4.21,4.44,4.21,4.76,4.56,4.65,4.35,3.01
All Inclusive - Spacious Room #2 with Free Parking,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",77,38.92571,-77.02596,Private room and breakfast,2,https://www.airbnb.com/rooms/916647693292891074,1,1,Exempt,2015-03-30,within an hour,100%,100%,5,5,5,5,5,4.89,5,1.03
All Inclusive Deluxe-size Room #1- Park Free,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",119,38.92558,-77.0275,Private room and breakfast,2,https://www.airbnb.com/rooms/916648840943265344,1,1,Exempt,2015-03-30,within an hour,100%,100%,5,5,5,5,5,5,4.83,0.68
Private 2 bedroom  City Condo,"Brookland, Brentwood, Langdon",104,38.92807024169816,-76.97542603555105,Private room,4,https://www.airbnb.com/rooms/916729094042023985,2,2,Exempt,2014-05-19,within an hour,97%,95%,4.56,4.44,4.56,4.78,4.56,4.44,4.56,0.85
Sojourn E Capitol Carriage House,"Capitol Hill, Lincoln Park",118,38.89039,-76.99875,Entire Properties,2,https://www.airbnb.com/rooms/916825411926344269,1,1,Exempt,2015-07-29,within an hour,99%,99%,4.74,4.74,4.94,4.74,4.85,4.91,4.79,3.2
"Sunny Room with Attached Office, Great Area","Kalorama Heights, Adams Morgan, Lanier Heights",70,38.91923,-77.04248,Private room,2,https://www.airbnb.com/rooms/917389064714479822,1.5,1,Exempt,2018-01-17,within a few hours,100%,100%,5,5,5,5,5,5,5,0.15
Apartment in Iconic DC Rowhouse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",145,38.91262,-77.00784,Entire Properties,4,https://www.airbnb.com/rooms/917424428873467071,1,2,with both hosted and unhosted license,2016-02-24,within an hour,100%,96%,5,5,5,4.82,4.91,5,4.91,6
Room for rent w/ shared bathroom,"Takoma, Brightwood, Manor Park",40,38.95820195405023,-77.0163343420466,Private room,2,https://www.airbnb.com/rooms/917606294262917563,1.5,1,with hosted license,2016-05-18,within an hour,100%,92%,5,5,5,5,5,5,4.67,0.28
NEW Cozy NW DC Modern suite with FREE Parking,"Takoma, Brightwood, Manor Park",239,38.95796955218006,-77.01501899873169,Entire Properties,6,https://www.airbnb.com/rooms/919514310163551770,1.5,3,with hosted license,2018-06-18,within an hour,100%,100%,4.97,4.97,5,4.93,5,4.83,4.9,2.87
Capitol Hill Meets Union Market,"Union Station, Stanton Park, Kingman Park",118,38.90196559882602,-76.99835444603272,Entire Properties,4,https://www.airbnb.com/rooms/919531976634430659,1,1,with hosted license,2014-08-12,within an hour,100%,100%,4.84,4.93,4.84,4.98,4.98,4.93,4.82,3.76
City-chic parkside flat near iconic DC landmarks,"Edgewood, Bloomingdale, Truxton Circle, Eckington",113,38.9186675936765,-77.00961262845789,Entire Properties,3,https://www.airbnb.com/rooms/919602203294971857,1,1,with hosted license,2015-02-01,within an hour,100%,100%,4.99,4.95,4.95,4.97,4.99,4.93,4.96,11.23
Private Affordable Basement Efficiency,"Ivy City, Arboretum, Trinidad, Carver Langston",65,38.90515,-76.98712,Entire Properties,1,https://www.airbnb.com/rooms/920641349115440118,1,2,no information,2015-10-26,within a few hours,100%,100%,5,5,5,5,5,5,5,0.1
Modern Hidden Gem w/ King Bed close to Downtown,"Edgewood, Bloomingdale, Truxton Circle, Eckington",102,38.9204095,-77.0028024,Entire Properties,3,https://www.airbnb.com/rooms/921039831515341141,1,1,with hosted license,2023-03-20,within an hour,100%,99%,4.86,4.82,4.86,4.9,5,4.61,4.67,4.25
Central Studio: Red Line Metro+DogOK+FASTwifi+Desk,"Edgewood, Bloomingdale, Truxton Circle, Eckington",72,38.916310468205225,-77.00313741531737,Entire Properties,2,https://www.airbnb.com/rooms/921161477304074780,1,1,with hosted license,2011-04-06,within an hour,100%,98%,4.56,4.68,4.64,4.92,4.92,4.72,4.52,2.1
Private One bedroom Condo Dc,"Brookland, Brentwood, Langdon",114,38.92961691184321,-76.9746937125249,Private room,4,https://www.airbnb.com/rooms/921779136068730051,1,1,Exempt,2014-05-19,within an hour,97%,95%,3.71,4.43,4.71,5,4,4,4.14,0.64
Urban Oasis,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",88,38.87478635072275,-76.95835247102158,Entire Properties,4,https://www.airbnb.com/rooms/921798864732473827,1,1,with hosted license,2016-04-18,within an hour,100%,99%,4.86,4.86,4.76,4.95,5,4.71,4.9,3.12
Modern garden apt w Peloton in great location,"Dupont Circle, Connecticut Avenue/K Street",184,38.91785954754318,-77.03865402513122,Entire Properties,3,https://www.airbnb.com/rooms/921871929865122572,1,1,with hosted license,2016-06-16,within a few hours,100%,96%,5,5,5,5,5,5,4.96,2.77
Gay Friendly - 1 block to Capitol - Top Location,"Capitol Hill, Lincoln Park",190,38.8903441,-77.0032313,Entire Properties,4,https://www.airbnb.com/rooms/922327726535953931,1,2,Exempt,2021-09-28,within an hour,100%,90%,5,5,5,5,5,5,5,0.57
Gay Friendly Entire Top Floors - 3 blks to Capitol,"Capitol Hill, Lincoln Park",295,38.8906855,-77.0015638,Entire Properties,4,https://www.airbnb.com/rooms/922347136490665948,1,2,Exempt,2021-09-28,within an hour,100%,90%,5,5,5,5,5,5,4.67,0.29
Gay Friendly Wee House - Vet Owned - Patio,"Capitol Hill, Lincoln Park",168,38.8904645,-77.00136030000002,Entire Properties,4,https://www.airbnb.com/rooms/922391683587237780,1,1,Exempt,2021-09-28,within an hour,100%,90%,4.74,NA,NA,NA,NA,NA,NA,NA
Gay Friendly Veteran-Owned 1 block to Capitol,"Capitol Hill, Lincoln Park",120,38.8903441,-77.0032313,Entire Properties,4,https://www.airbnb.com/rooms/922519802184988572,1,1,Exempt,2021-09-28,within an hour,100%,90%,4.83,NA,NA,NA,NA,NA,NA,NA
Private Bed & Bath in Capitol Hill East,"Union Station, Stanton Park, Kingman Park",85,38.8945015758509,-76.97817404517926,Private room,2,https://www.airbnb.com/rooms/922689014453194729,1,1,with both hosted and unhosted license,2015-09-01,within an hour,100%,40%,5,5,5,5,5,5,5,0.18
Artsy Studio,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",171,38.876117128124925,-77.01129146580722,Entire Properties,3,https://www.airbnb.com/rooms/922897367253591602,1,1,Exempt,2016-11-04,within an hour,100%,100%,4.77,4.91,4.91,4.26,4.89,5,4.69,3.11
Gay Friendly Stunning Views 1 block to Capitol,"Capitol Hill, Lincoln Park",152,38.8903441,-77.0032313,Entire Properties,4,https://www.airbnb.com/rooms/923074641295399026,1,2,Exempt,2021-09-28,within an hour,100%,90%,5,5,5,5,5,5,5,0.16
"Metro 7min Walk: Parking+Kid-Friendly+Desk+50""TV","Brightwood Park, Crestwood, Petworth",93,38.93917,-77.01821,Entire Properties,4,https://www.airbnb.com/rooms/923114751732178570,1,2,with hosted license,2011-04-06,within an hour,100%,98%,4.5,4.43,4.63,4.97,4.9,4.6,4.3,2.57
Gay Friendly Charming - Patio - Vet owned,"Capitol Hill, Lincoln Park",148,38.8906855,-77.0015638,Entire Properties,2,https://www.airbnb.com/rooms/923136371729571657,1,2,Exempt,2021-09-28,within an hour,100%,90%,5,5,5,5,5,5,5,0.28
President's Secret Fun House ( Free parking) 2bd,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",120,38.8697013,-76.96599379999999,Entire Properties,6,https://www.airbnb.com/rooms/923171724688369659,1,2,Exempt,2015-01-26,within an hour,100%,100%,4.2,4.78,4.67,4.89,4.89,4.11,4.22,0.98
Gay Friendly Gorgeous East Capitol St Patio,"Capitol Hill, Lincoln Park",136,38.890139,-77.000204,Entire Properties,2,https://www.airbnb.com/rooms/923213361798403819,1,1,Exempt,2021-09-28,within an hour,100%,90%,5,5,5,5,5,5,5,1.2
Luxury Design in the Heart of Dupont,"Dupont Circle, Connecticut Avenue/K Street",404,38.910947734064,-77.03996133059263,Entire Properties,5,https://www.airbnb.com/rooms/923867883772050257,1,2,with hosted license,2013-03-18,within an hour,100%,97%,5,4.98,5,4.96,4.98,5,4.92,5.24
Stylish Apt 2 blks from H Street in Washington DC!,"Ivy City, Arboretum, Trinidad, Carver Langston",200,38.90317230882931,-76.98147252327882,Entire Properties,4,https://www.airbnb.com/rooms/923909614101300136,1.5,1,with both hosted and unhosted license,2012-04-28,within an hour,100%,98%,5,5,4.5,5,5,4.5,4.5,0.22
Executive luxury for work or play in DC!,Historic Anacostia,243,38.86302,-76.99009,Entire Properties,6,https://www.airbnb.com/rooms/924545458803565734,2,3,with both hosted and unhosted license,2015-04-29,within an hour,100%,93%,4.93,4.88,4.81,4.96,4.96,4.58,4.92,2.34
Historic NW DC Rowhome + Hot Tub | 5 bed/3.5 bath,"Brightwood Park, Crestwood, Petworth",474,38.93829,-77.03066,Entire Properties,12,https://www.airbnb.com/rooms/924618684666739047,3.5,5,with hosted license,2013-12-09,within an hour,100%,99%,5,4.98,4.98,5,5,4.88,4.96,6.1
Sojourn at The Paden | 2 BR 2 BA,"Capitol Hill, Lincoln Park",276,38.8815013,-76.9954697,Entire Properties,6,https://www.airbnb.com/rooms/925275064921513371,2,2,Exempt,2015-07-29,within an hour,99%,99%,4.79,4.88,4.88,4.94,4.94,4.83,4.69,4.95
Cozy Studio Unbeatable location,"Georgetown, Burleith/Hillandale",107,38.9065,-77.0626,Entire Properties,2,https://www.airbnb.com/rooms/925414286215370500,1,1,Exempt,2014-09-20,within an hour,100%,100%,4.85,4.9,4.9,4.87,4.92,4.98,4.84,9.24
Luxury Penthouse with Huge Balcony in DC,"Brookland, Brentwood, Langdon",157,38.9281,-76.97525,Entire Properties,5,https://www.airbnb.com/rooms/925452094222276711,2,2,Exempt,2014-09-25,within an hour,100%,100%,4.86,4.86,4.75,4.88,4.92,4.76,4.8,4.38
Guest Room with 2 Queen Beds,"Near Southeast, Navy Yard",286,38.87972,-77.00476,Entire Properties,4,https://www.airbnb.com/rooms/925608891252175947,1,1,Exempt,2022-03-09,within an hour,100%,99%,4.85,4.86,4.76,4.86,4.9,4.86,4.73,5.24
No need to look any further!,"Georgetown, Burleith/Hillandale",194,38.9119733,-77.0611184,Entire Properties,2,https://www.airbnb.com/rooms/925908101423720472,1,1,Exempt,2014-10-21,within an hour,100%,99%,4.97,4.97,5,4.99,4.93,4.99,4.87,6.55
"Look no further, this is your home away from home!","Georgetown, Burleith/Hillandale",250,38.9119733,-77.0611184,Entire Properties,2,https://www.airbnb.com/rooms/925939921121357388,1,1,Exempt,2014-10-21,within an hour,100%,99%,4.85,4.92,4.94,4.96,4.96,4.94,4.77,4.56
"private bath/room, Central DC, basement, b1","Shaw, Logan Circle",97,38.91048,-77.02423,Private room,2,https://www.airbnb.com/rooms/926038547944475776,1,1,with both hosted and unhosted license,2023-01-02,within an hour,100%,100%,4.33,4.58,4.17,4.92,4.92,4.67,4.5,1.03
"Private bath & Room, Central DC, Basement, b3","Shaw, Logan Circle",96,38.91216389875138,-77.02300156795165,Private room,3,https://www.airbnb.com/rooms/926050425599703843,1,1,with both hosted and unhosted license,2023-01-02,within an hour,100%,100%,3.8,4,4.6,3.8,5,3.8,4,0.43
Cozy Home in the City.,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",169,38.92784632422412,-77.02180577263498,Entire Properties,6,https://www.airbnb.com/rooms/926686741376961660,1.5,2,Exempt,2015-09-23,within an hour,100%,100%,4.88,4.75,4.63,5,4.88,4,4.63,0.75
"6 mo+ Downtown DC, Rooftop, Gym, Garage+Car Avail","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",127,38.9046801,-77.0258028,Entire Properties,2,https://www.airbnb.com/rooms/926838920240995732,1,1,no information,2023-07-02,a few days or more,0%,0%,4.73,NA,NA,NA,NA,NA,NA,NA
Comfy room + shared bath in classic DC row house,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",67,38.92584830595686,-77.02765063850927,Private room,2,https://www.airbnb.com/rooms/926881269462376448,1,1,with hosted license,2015-06-02,within an hour,100%,100%,5,5,5,5,5,5,5,1
Contemporary Getaway in DC! Free Street Parking,Historic Anacostia,105,38.86054905358348,-76.98616781837926,Entire Properties,3,https://www.airbnb.com/rooms/926970922227937658,1,1,with hosted license,2023-07-02,within an hour,100%,99%,4.93,5,4.89,4.93,5,4.11,5,2.38
Spacious 3Bedroom Duplex with Rooftop Deck,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",255,38.87462,-76.96949,Entire Properties,10,https://www.airbnb.com/rooms/927160057614097967,3,3,with both hosted and unhosted license,2022-10-13,within an hour,100%,98%,4.9,4.9,4.8,4.93,4.8,4.4,4.77,3
Stylish English Basement Perfect for Long Stays,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",113,38.93438,-77.02606,Entire Properties,3,https://www.airbnb.com/rooms/929135859971582654,1,1,with hosted license,2014-06-04,within an hour,100%,99%,4.79,4.79,4.83,4.75,4.75,4.38,4.61,2.09
"Room Paris, 2nd Fl. pvt rm","Colonial Village, Shepherd Park, North Portal Estates",69,38.9844,-77.0291,Private room,2,https://www.airbnb.com/rooms/929167091391961586,1,1,with both hosted and unhosted license,2023-07-05,within an hour,100%,95%,5,5,5,5,5,5,5,0.61
Historic & Modern Capitol Hill 2-BR Row Home,"Capitol Hill, Lincoln Park",254,38.8821527,-77.00080899999999,Entire Properties,4,https://www.airbnb.com/rooms/929190595574013149,2,2,with hosted license,2023-07-05,within an hour,100%,100%,5,5,5,4.98,4.98,5,4.94,4.1
Updated Basement Apartment in DC,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",139,38.92701,-77.02699,Entire Properties,5,https://www.airbnb.com/rooms/929780768017646306,2,2,with hosted license,2017-08-27,within an hour,100%,100%,4.89,4.92,4.88,4.91,4.97,4.72,4.82,7.3
Washington DC Townhome with Home Theater!,"Mayfair, Hillbrook, Mahaning Heights",225,38.89886589624316,-76.9406653541126,Entire Properties,10,https://www.airbnb.com/rooms/930146014832752331,2.5,3,with unhosted license,2017-03-24,within an hour,100%,99%,5,5,5,5,5,5,5,0.11
"Amazing 2 bed, 2bath Suite w/Patio","Edgewood, Bloomingdale, Truxton Circle, Eckington",146,38.91625,-77.00817,Entire Properties,5,https://www.airbnb.com/rooms/930287546967307656,2,2,with hosted license,2018-11-28,within an hour,100%,99%,4.73,4.93,5,5,5,4.64,4.71,1.4
"central washington dc room, shared bath, a23","Shaw, Logan Circle",88,38.91238,-77.02286,Private room,2,https://www.airbnb.com/rooms/930489172261395132,1,1,with both hosted and unhosted license,2023-01-02,within an hour,100%,100%,4,4.56,4,4.56,4.67,4.89,4.11,0.79
Luxury H St. Private Apartment.,"Union Station, Stanton Park, Kingman Park",161,38.90119429355308,-76.99163891476124,Entire Properties,5,https://www.airbnb.com/rooms/930520293712415792,1,2,with hosted license,2018-09-04,within an hour,100%,100%,5,4.97,5,5,5,4.87,4.87,8.14
"Capitol Hill - Bright, Spacious, and Well-equipped","Union Station, Stanton Park, Kingman Park",215,38.89535,-76.98994,Entire Properties,6,https://www.airbnb.com/rooms/931564952216092702,1,2,with hosted license,2013-05-08,within a day,80%,86%,4.98,4.96,4.96,4.96,5,4.98,4.96,4.29
"Private Bath, Center DC, Very small, Basement,b2","Shaw, Logan Circle",95,38.9105,-77.02298,Private room,1,https://www.airbnb.com/rooms/931710577500367504,1,1,with both hosted and unhosted license,2023-01-02,within an hour,100%,100%,5,5,5,4,5,5,5,0.13
"Logan Circle: Pet and Foodie+Metro+55""TV+Workspace","Shaw, Logan Circle",119,38.9077,-77.02959,Entire Properties,4,https://www.airbnb.com/rooms/932059647266423116,1,1,with hosted license,2011-04-06,within an hour,100%,98%,4.8,4.83,4.85,4.63,4.95,4.95,4.71,3.62
Lennon House (Near Union Market),"Union Station, Stanton Park, Kingman Park",300,38.90127,-77.00369,Entire Properties,6,https://www.airbnb.com/rooms/932430936836532274,3,3,no information,2014-03-08,within a few hours,86%,78%,4.93,NA,NA,NA,NA,NA,NA,NA
